loc,is_unused,contains_sensitive,num_params,cyclomatic_complexity,commit_count,code_churn,days_since_last_edit,author_count,recent_modification,label
225,1,1,0,14,44,174,678,12,0,7
46,1,1,2,3,1,1322,225,6,0,7
32,0,1,6,14,27,1269,505,8,0,5
118,0,1,2,7,18,737,1088,6,0,5
192,0,0,0,8,49,1381,400,6,0,1
210,0,0,2,16,10,346,82,12,0,1
244,1,1,4,4,32,519,746,8,0,7
247,0,0,1,9,35,1438,1032,8,0,1
82,1,1,2,8,36,1221,1116,5,0,7
49,1,0,1,11,40,1498,176,7,0,3
196,1,1,3,6,60,212,1191,12,0,7
84,1,0,6,15,49,1262,939,2,0,3
147,0,0,2,2,12,1379,186,6,0,1
252,0,0,5,3,19,1421,260,11,0,1
211,0,0,3,11,39,523,422,10,0,1
144,1,0,5,19,2,692,826,1,0,3
219,1,1,5,7,37,1233,434,9,0,7
64,1,0,5,13,17,709,601,9,0,3
244,0,0,3,1,19,757,855,1,0,1
155,0,1,0,20,11,1262,1144,3,0,5
179,0,0,1,4,36,934,157,12,0,1
222,0,1,2,18,32,868,559,2,0,5
258,0,0,4,2,53,1255,919,4,0,1
253,0,0,2,10,60,1374,266,3,0,1
140,1,0,0,12,21,1420,1121,1,0,3
81,1,0,3,6,25,1147,1161,11,0,3
256,1,0,6,17,59,65,1111,12,0,3
36,1,1,6,16,34,1179,1107,7,0,7
299,1,0,3,17,57,454,441,11,0,3
88,1,0,6,16,22,16,620,1,0,3
52,0,1,1,5,40,263,1196,6,0,5
31,1,0,3,14,0,430,239,6,0,3
110,0,1,0,5,10,963,455,11,0,5
191,1,1,4,19,45,857,226,12,0,7
41,0,1,3,12,27,900,1040,8,0,5
203,0,0,5,1,49,1228,785,11,0,1
22,1,1,2,17,21,740,784,11,0,7
272,1,0,3,17,48,1441,258,1,0,3
186,1,1,2,17,33,503,404,12,0,7
248,1,1,3,6,33,1385,144,5,0,7
160,0,0,3,5,35,436,1055,3,0,1
39,1,1,3,13,24,468,269,9,0,7
206,0,1,5,8,53,63,387,9,0,5
68,0,1,0,4,30,1020,1070,5,0,5
215,0,1,0,18,52,834,1116,4,0,5
171,0,1,1,19,53,1399,577,11,0,5
125,0,1,0,6,51,849,515,1,0,5
231,0,1,5,11,34,711,354,7,0,5
103,1,0,5,5,48,909,36,2,0,3
54,1,1,1,2,23,1241,591,11,0,7
24,0,1,3,7,42,1118,718,12,0,5
262,1,0,6,13,18,348,859,2,0,3
8,0,1,4,17,4,1258,274,12,0,5
95,1,1,6,6,9,958,29,12,1,6
286,0,0,2,1,6,402,783,1,0,1
10,1,1,5,6,2,1055,502,11,0,7
278,1,1,1,16,39,289,951,2,0,7
16,0,0,3,3,54,340,955,1,0,1
63,0,1,2,19,43,300,423,11,0,5
189,1,0,6,4,59,800,133,3,0,3
211,1,0,1,20,13,437,339,5,0,3
246,0,0,1,11,1,274,424,6,0,1
46,0,0,4,1,12,1483,652,9,0,1
275,1,0,1,1,43,810,885,2,0,3
32,1,1,6,17,55,15,724,5,0,7
242,1,0,2,8,58,491,394,1,0,3
294,1,1,1,18,57,1189,764,12,0,7
44,0,0,0,15,5,60,48,8,0,1
110,1,0,1,6,15,11,670,3,0,3
296,1,1,3,16,35,954,663,10,0,7
160,0,1,4,17,22,232,1181,3,0,5
228,1,0,1,16,14,890,648,3,0,3
62,0,1,4,6,48,923,873,11,0,5
83,1,1,6,14,49,912,1124,8,0,7
271,1,0,3,4,34,585,913,1,0,3
195,0,0,0,8,21,318,364,7,0,1
230,1,0,5,2,28,1219,208,10,0,3
29,0,1,2,9,30,1241,582,1,0,5
94,1,0,3,18,42,814,1142,3,0,3
90,0,0,0,13,17,1138,821,4,0,1
253,0,1,1,9,29,1203,198,1,0,5
274,1,1,6,8,9,913,322,8,0,7
229,0,0,1,13,46,418,516,4,0,1
27,0,0,6,3,27,1215,1067,10,0,1
164,0,1,4,1,19,725,95,9,0,5
220,1,0,1,14,57,1322,931,8,0,3
66,0,0,1,7,12,1410,363,12,0,1
22,1,1,5,14,19,1109,419,10,0,7
216,0,0,2,16,44,1250,455,1,0,1
228,1,0,2,3,43,192,1053,12,0,3
172,0,0,1,15,27,577,1103,10,0,1
65,0,0,1,9,39,165,1122,4,0,1
190,0,1,1,9,36,1293,1006,6,0,5
92,1,0,0,20,56,238,707,8,0,3
102,0,0,5,3,11,1348,1136,6,0,1
94,1,1,6,12,7,366,238,1,0,7
59,0,0,5,7,22,1371,1131,5,0,1
256,1,0,1,1,38,695,409,12,0,3
271,1,1,1,5,25,1157,950,6,0,7
172,0,0,3,12,50,650,665,10,0,1
43,0,0,2,2,40,278,237,9,0,1
91,0,1,5,9,29,493,150,11,0,5
6,1,0,1,18,45,1393,1038,5,0,3
233,0,1,6,18,42,1168,1125,10,0,5
270,1,1,6,16,36,794,176,7,0,7
286,1,0,5,16,56,709,688,6,0,3
209,0,0,3,7,27,1217,879,6,0,1
210,1,1,6,13,4,846,1093,8,0,7
173,1,0,1,9,56,629,874,7,0,3
235,1,1,5,4,21,252,1140,4,0,7
172,1,1,4,4,3,315,771,8,0,7
253,1,1,3,6,51,900,35,4,0,7
214,0,0,0,8,29,474,27,6,1,0
180,1,1,5,5,21,1105,508,1,0,7
52,1,1,3,5,10,110,1125,6,0,7
203,1,0,3,16,38,405,1072,6,0,3
216,1,1,4,3,11,215,163,5,0,7
31,0,1,1,7,16,518,1097,3,0,5
279,0,0,4,18,27,490,1059,8,0,1
122,0,1,4,8,29,252,401,11,0,5
30,0,1,6,3,24,332,1044,3,0,5
195,0,1,5,14,18,495,244,6,0,5
43,1,0,0,8,18,986,173,7,0,3
127,0,1,0,18,56,279,1142,4,0,5
36,0,0,0,13,25,328,941,3,0,1
175,0,1,5,6,52,1368,341,12,0,5
261,0,0,3,2,32,196,804,10,0,1
263,1,1,6,11,35,693,972,5,0,7
93,1,0,1,15,20,1211,947,1,0,3
287,1,0,1,19,19,1127,382,8,0,3
78,1,1,6,3,22,1446,390,1,0,7
46,0,0,4,11,54,461,1087,11,0,1
134,0,0,1,11,56,977,649,4,0,1
156,1,1,4,15,22,876,458,7,0,7
167,0,1,5,16,55,978,778,10,0,5
147,0,1,0,16,5,935,268,12,0,5
200,1,0,3,4,21,23,793,6,0,3
136,0,1,6,4,0,557,749,3,0,5
31,0,0,3,1,1,217,875,5,0,1
134,1,0,6,11,44,252,856,1,0,3
139,1,1,2,3,22,1086,1166,12,0,7
159,0,1,2,17,1,926,941,6,0,5
71,1,1,3,5,24,1284,155,12,0,7
75,0,1,1,5,17,221,72,8,0,5
241,1,1,4,12,13,435,498,2,0,7
155,1,1,2,3,8,467,8,10,1,6
127,1,0,5,5,8,1478,932,4,0,3
107,0,1,5,17,15,1263,104,11,0,5
31,0,0,1,12,45,612,82,11,0,1
224,0,0,0,9,26,306,797,5,0,1
242,1,0,3,16,5,139,957,6,0,3
228,0,1,4,8,8,766,455,4,0,5
37,0,0,6,13,3,880,114,4,0,1
224,0,1,4,17,15,1341,1147,3,0,5
190,0,0,0,18,32,53,135,9,0,1
12,1,0,0,13,21,945,1169,10,0,3
227,0,1,0,1,58,101,794,10,0,5
273,0,1,5,9,18,798,967,3,0,5
27,1,1,5,7,56,1157,491,7,0,7
136,0,1,3,19,47,793,591,2,0,5
14,0,1,3,9,49,135,628,1,0,5
300,1,1,2,13,38,990,351,8,0,7
120,1,0,1,12,44,101,1117,12,0,3
286,0,1,2,11,48,284,686,4,0,5
107,1,1,5,6,47,641,136,8,0,7
26,1,1,0,19,47,1306,244,7,0,7
158,0,0,1,16,3,648,157,2,0,1
257,1,0,0,11,21,1360,671,12,0,3
46,1,1,1,13,57,552,605,1,0,7
64,1,1,0,17,52,684,1014,10,0,7
131,1,1,3,6,42,286,70,1,0,7
97,1,1,2,12,1,1013,273,5,0,7
161,0,1,3,1,29,349,808,1,0,5
295,0,0,4,19,4,1189,357,2,0,1
80,1,0,2,8,55,1434,256,6,0,3
177,1,1,4,19,2,1306,519,8,0,7
298,1,1,5,11,47,1344,971,11,0,7
245,1,0,4,18,4,69,905,7,0,3
293,0,0,2,5,38,1211,244,9,0,1
20,1,1,3,1,54,1036,200,12,0,7
61,0,1,2,4,19,1039,185,2,0,5
20,1,0,6,5,30,465,944,10,0,3
189,1,0,3,10,17,236,337,12,0,3
221,1,0,3,8,48,616,783,2,0,3
61,1,1,2,16,13,938,393,11,0,7
127,0,1,2,14,46,383,188,9,0,5
112,1,0,1,4,13,68,1022,7,0,3
70,0,1,5,1,55,121,615,11,0,5
108,0,0,6,18,47,1250,38,9,0,1
195,0,0,5,3,58,1499,250,12,0,1
279,1,0,6,16,52,1414,744,1,0,3
66,1,0,4,13,40,126,186,2,0,3
167,1,1,6,2,30,1336,1024,7,0,7
263,1,0,5,10,0,774,1087,11,0,3
8,1,1,2,5,20,1050,813,5,0,7
181,1,0,0,10,10,1487,945,1,0,3
223,1,0,6,1,28,360,442,9,0,3
26,1,0,6,13,47,657,208,10,0,3
295,0,0,4,11,14,21,1052,9,0,1
24,1,0,4,9,42,267,363,2,0,3
262,1,0,3,6,18,439,1030,12,0,3
97,0,1,1,18,1,1079,1144,5,0,5
258,0,1,0,15,11,643,966,10,0,5
136,0,1,0,14,5,119,596,10,0,5
299,1,1,5,1,40,249,1085,2,0,7
295,1,0,3,12,53,96,776,7,0,3
15,1,0,4,14,11,44,339,12,0,3
139,1,1,1,18,35,717,1001,11,0,7
63,0,1,3,8,52,129,619,12,0,5
231,0,1,2,8,37,996,295,1,0,5
120,0,1,5,16,52,544,461,2,0,5
59,0,1,5,3,19,142,589,7,0,5
291,0,1,3,13,45,81,23,11,1,4
90,0,1,1,6,18,1495,1150,7,0,5
168,0,0,0,15,42,1233,997,5,0,1
28,1,1,2,2,15,783,112,9,0,7
120,0,0,1,12,46,544,641,2,0,1
192,1,1,4,2,26,841,360,5,0,7
225,1,0,2,11,9,262,751,1,0,3
283,1,1,3,14,4,1285,1060,9,0,7
25,0,1,6,6,13,1142,1169,11,0,5
284,0,1,2,20,29,309,289,4,0,5
192,1,0,1,4,35,1140,1182,7,0,3
139,0,1,0,6,50,314,571,1,0,5
172,0,1,6,16,25,1263,22,2,1,4
230,1,1,4,7,23,670,1200,1,0,7
81,1,0,1,14,36,646,214,7,0,3
244,0,1,1,4,6,88,1183,4,0,5
134,0,1,5,4,38,808,951,7,0,5
69,1,1,6,15,59,969,332,5,0,7
246,0,0,3,15,41,1460,928,8,0,1
169,0,0,1,6,2,1136,165,2,0,1
213,1,0,2,4,25,887,625,7,0,3
287,1,0,2,5,59,1211,1200,6,0,3
222,1,0,4,15,28,495,482,6,0,3
42,0,1,3,17,5,1325,581,4,0,5
131,0,0,2,19,17,1329,346,6,0,1
109,0,0,3,10,33,903,670,8,0,1
122,1,0,6,19,7,193,263,8,0,3
164,1,0,4,16,24,399,87,7,0,3
84,1,1,0,9,12,1325,1189,6,0,7
59,0,1,5,16,57,62,985,8,0,5
278,0,0,5,16,6,630,658,5,0,1
158,0,1,5,11,33,561,63,7,0,5
194,0,0,4,9,29,350,1185,2,0,1
96,0,1,6,13,7,1129,211,8,0,5
44,1,0,4,2,25,1195,68,9,0,3
82,1,0,4,15,22,1460,1068,5,0,3
70,1,0,2,7,28,774,543,4,0,3
285,0,1,2,16,41,84,737,8,0,5
135,0,1,3,16,55,868,124,6,0,5
283,0,0,0,6,6,220,528,10,0,1
128,1,0,3,14,16,704,212,11,0,3
127,0,1,2,13,27,1408,224,11,0,5
233,0,0,0,20,32,749,670,1,0,1
198,0,1,0,1,26,23,0,7,1,4
52,0,1,5,13,33,278,683,6,0,5
200,1,1,2,14,24,379,307,2,0,7
146,0,1,3,19,43,1287,579,9,0,5
167,0,1,5,1,43,493,603,2,0,5
98,0,0,5,5,42,1058,726,10,0,1
133,1,0,1,10,25,1064,175,7,0,3
11,0,0,3,1,16,135,1117,12,0,1
296,0,0,2,10,33,1368,705,6,0,1
22,1,0,2,17,56,1007,187,2,0,3
127,0,1,3,9,34,1066,1007,5,0,5
11,0,0,1,20,3,1483,329,11,0,1
171,1,0,1,11,51,1377,283,6,0,3
67,0,1,1,19,0,23,666,5,0,5
210,0,0,3,18,22,443,711,8,0,1
204,1,0,0,10,11,507,696,11,0,3
269,0,1,3,20,21,657,749,4,0,5
194,0,0,4,14,40,1305,675,7,0,1
120,0,1,0,14,44,1336,62,4,0,5
201,0,0,4,5,21,965,596,4,0,1
117,1,0,3,5,23,31,416,4,0,3
275,1,0,5,3,26,286,652,3,0,3
58,0,0,0,11,4,784,796,9,0,1
87,1,0,3,12,54,1172,121,9,0,3
192,0,1,0,6,59,1053,126,9,0,5
178,0,0,1,16,26,1434,576,2,0,1
37,0,1,0,9,20,1085,98,10,0,5
296,1,1,4,4,17,740,826,12,0,7
180,0,0,4,16,58,1207,304,2,0,1
12,0,1,6,6,21,775,843,12,0,5
108,0,0,0,13,19,920,280,8,0,1
18,1,0,5,4,14,67,851,12,0,3
238,0,1,2,15,43,646,1144,10,0,5
63,0,1,4,4,8,548,898,9,0,5
282,0,0,1,20,6,482,982,4,0,1
5,0,1,2,19,6,274,522,11,0,5
15,0,0,5,12,34,1490,60,11,0,1
226,0,1,1,18,5,193,1038,7,0,5
237,0,1,4,9,36,866,868,2,0,5
100,0,0,1,5,19,426,327,10,0,1
241,1,0,2,17,0,399,593,7,0,3
234,1,1,2,6,21,1422,326,5,0,7
196,0,0,3,13,38,57,206,10,0,1
299,1,0,4,12,36,183,1070,10,0,3
15,0,0,3,16,41,1026,330,9,0,1
227,0,0,5,9,7,603,508,3,0,1
21,1,0,5,19,47,882,525,1,0,3
277,1,0,3,1,2,1082,439,6,0,3
77,0,1,6,17,14,1077,521,9,0,5
23,1,1,0,1,16,178,77,2,0,7
122,1,1,3,13,4,934,874,5,0,7
171,0,1,3,17,3,1020,154,1,0,5
260,1,1,6,10,26,211,524,7,0,7
294,1,0,3,9,52,1498,57,8,0,3
245,0,1,6,10,48,329,1056,4,0,5
106,0,0,2,16,59,508,680,6,0,1
176,1,1,0,15,6,919,189,9,0,7
177,1,0,6,14,9,1393,912,4,0,3
293,0,0,5,15,15,525,787,8,0,1
113,0,1,6,4,27,922,208,3,0,5
224,1,1,2,18,38,829,1003,4,0,7
23,0,1,4,15,13,870,37,10,0,5
168,0,0,5,11,6,1030,669,4,0,1
269,1,1,4,11,36,951,300,8,0,7
261,1,0,4,18,54,373,122,3,0,3
113,0,0,0,13,52,472,687,8,0,1
243,1,1,1,17,12,377,632,12,0,7
213,0,0,3,19,0,446,922,9,0,1
16,0,0,6,9,25,1280,173,7,0,1
95,1,1,6,19,19,543,363,5,0,7
193,1,1,6,10,18,853,1020,6,0,7
242,0,1,4,2,16,323,331,9,0,5
105,0,1,5,5,24,1157,532,8,0,5
225,0,0,4,17,36,207,1116,2,0,1
162,0,1,1,14,26,467,63,9,0,5
19,0,0,6,7,60,414,331,12,0,1
71,0,1,0,6,36,38,166,9,0,5
220,1,0,5,19,6,24,1051,12,0,3
93,1,0,5,19,31,709,659,3,0,3
80,0,0,1,13,26,549,1095,4,0,1
279,0,1,3,7,32,407,624,7,0,5
178,0,1,2,11,38,712,879,1,0,5
281,0,1,6,7,55,1370,608,3,0,5
118,0,1,2,2,52,175,291,2,0,5
179,0,1,5,8,32,707,837,7,0,5
166,1,1,3,9,36,542,480,9,0,7
57,0,0,3,7,38,1422,772,1,0,1
84,1,1,4,15,45,1130,1070,5,0,7
43,1,1,4,10,33,491,108,5,0,7
250,1,1,1,1,47,195,329,9,0,7
290,1,0,1,4,60,533,695,6,0,3
85,1,0,5,16,8,1314,521,9,0,3
18,1,1,3,12,23,1150,20,4,1,6
46,1,0,3,8,29,1020,609,12,0,3
120,1,1,0,15,1,59,474,10,0,7
213,0,1,2,17,52,1449,99,6,0,5
97,0,0,1,11,34,968,813,8,0,1
113,1,0,4,14,46,855,1039,5,0,3
14,0,1,5,8,14,296,577,8,0,5
106,0,1,2,12,29,529,640,11,0,5
66,0,0,0,3,31,174,1067,6,0,1
56,1,1,6,14,39,17,1135,10,0,7
256,0,0,0,1,5,969,318,12,0,1
45,1,0,3,5,44,888,296,9,0,3
257,1,1,5,14,10,17,612,4,0,7
60,0,1,3,18,2,329,498,5,0,5
121,1,0,1,18,55,7,926,11,0,3
169,0,1,6,15,12,699,1141,7,0,5
232,1,1,3,6,25,748,311,4,0,7
118,0,1,0,10,45,1380,1077,1,0,5
121,1,1,4,12,47,922,955,9,0,7
36,0,0,3,17,12,385,385,1,0,1
173,1,0,1,15,51,1351,29,8,1,2
21,0,1,1,14,21,868,90,9,0,5
224,0,1,0,14,36,348,264,1,0,5
282,0,0,1,19,37,166,931,5,0,1
96,1,1,3,19,30,1436,11,10,1,6
74,1,1,0,17,12,661,711,6,0,7
24,0,0,0,3,8,1397,91,2,0,1
295,0,1,0,11,21,1111,51,3,0,5
46,1,1,5,14,15,1037,104,7,0,7
160,1,0,5,16,51,557,146,7,0,3
90,1,0,3,17,50,1245,219,4,0,3
24,1,0,5,4,44,478,375,6,0,3
219,1,1,1,15,27,167,669,9,0,7
14,0,0,4,17,39,884,704,12,0,1
274,1,0,5,5,2,838,1001,2,0,3
216,0,0,2,2,54,1379,751,11,0,1
95,0,0,0,4,20,115,348,11,0,1
85,1,0,5,7,24,1263,170,9,0,3
23,1,0,4,14,17,420,100,4,0,3
110,1,1,3,7,32,147,153,7,0,7
31,1,0,3,6,17,1432,988,4,0,3
253,0,0,4,8,7,1484,688,12,0,1
82,1,1,3,17,19,453,1168,8,0,7
147,1,1,3,20,26,480,653,3,0,7
190,0,1,1,2,33,894,1181,4,0,5
130,1,1,1,20,12,1273,674,9,0,7
19,1,1,0,17,31,1113,828,2,0,7
28,0,0,1,17,43,1461,417,4,0,1
37,1,0,5,7,15,226,1179,6,0,3
73,1,1,6,8,60,1442,179,2,0,7
126,1,1,0,4,40,889,373,3,0,7
248,0,1,3,4,8,1107,683,2,0,5
276,1,0,5,16,34,964,306,1,0,3
239,0,0,4,16,6,782,953,11,0,1
97,0,1,2,17,14,391,788,10,0,5
225,1,1,3,16,40,1130,1072,12,0,7
201,0,0,3,19,30,290,803,12,0,1
184,0,0,6,1,3,1307,1040,4,0,1
98,0,1,3,17,5,778,8,6,1,4
190,0,0,5,7,26,361,1116,12,0,1
254,0,0,4,2,25,572,360,5,0,1
187,1,1,5,3,45,952,1081,1,0,7
241,1,1,2,17,16,1285,403,3,0,7
170,1,0,5,4,30,128,309,6,0,3
17,1,0,4,6,30,560,442,6,0,3
39,0,1,0,2,50,705,1064,4,0,5
294,0,1,2,20,7,649,242,10,0,5
275,0,1,1,3,22,1400,1087,2,0,5
64,0,1,0,14,29,1355,139,7,0,5
281,0,1,2,20,38,1066,243,11,0,5
260,0,0,0,9,7,608,72,9,0,1
214,0,0,1,5,15,484,815,6,0,1
218,1,1,1,12,25,1325,288,9,0,7
235,0,1,3,14,42,81,858,12,0,5
277,1,0,5,3,3,414,1159,9,0,3
146,0,1,4,3,1,767,394,2,0,5
124,1,1,1,16,18,1460,155,12,0,7
240,0,0,2,1,19,491,877,12,0,1
192,1,1,2,11,19,1172,210,6,0,7
298,1,1,1,15,19,624,750,1,0,7
294,0,0,6,13,14,1215,827,8,0,1
179,1,1,5,4,36,737,296,1,0,7
67,1,0,6,4,17,1474,885,1,0,3
220,1,1,0,12,38,570,729,5,0,7
58,0,1,1,3,32,1399,853,6,0,5
82,0,1,2,14,37,209,427,5,0,5
73,0,1,1,3,24,33,213,4,0,5
133,0,0,2,12,46,768,104,4,0,1
127,0,0,1,11,1,284,546,7,0,1
199,0,0,2,13,7,1076,456,12,0,1
281,1,0,0,19,28,942,791,5,0,3
254,0,0,5,19,49,319,1013,2,0,1
206,1,1,3,1,30,750,347,6,0,7
168,1,0,5,4,45,464,150,4,0,3
143,1,1,0,7,33,380,1018,7,0,7
277,0,0,4,16,0,481,909,6,0,1
141,0,0,1,10,2,1456,744,9,0,1
171,0,1,4,4,18,402,897,7,0,5
243,0,0,1,4,19,104,316,9,0,1
259,1,1,2,17,24,168,533,6,0,7
115,1,1,6,15,37,62,78,11,0,7
100,0,0,3,1,56,344,359,4,0,1
289,1,0,6,7,4,1376,640,8,0,3
142,0,0,2,1,38,352,10,6,1,0
32,1,0,3,6,32,1141,563,6,0,3
221,1,1,1,15,37,412,590,7,0,7
153,1,1,4,12,28,1042,344,4,0,7
285,1,1,5,6,0,889,993,2,0,7
56,1,0,2,10,42,1387,581,10,0,3
121,1,0,1,16,9,1441,493,11,0,3
281,0,0,3,16,27,666,533,7,0,1
109,1,1,1,19,19,434,115,1,0,7
199,1,0,2,13,55,1185,814,4,0,3
225,1,1,2,1,50,527,950,2,0,7
134,1,1,5,19,27,1497,508,2,0,7
256,1,1,4,11,54,930,241,9,0,7
106,0,0,0,10,48,841,954,4,0,1
107,1,0,4,1,45,1205,931,6,0,3
61,1,0,6,6,60,238,13,10,1,2
37,0,0,1,4,30,877,335,9,0,1
268,1,0,0,4,54,1432,1130,10,0,3
162,0,0,0,13,49,914,741,8,0,1
282,0,1,6,16,35,660,381,6,0,5
68,1,1,6,13,52,115,250,8,0,7
52,1,1,1,19,27,265,51,3,0,7
254,1,0,1,16,20,1190,1101,5,0,3
106,1,1,2,5,3,984,1039,7,0,7
110,0,0,1,7,33,392,861,2,0,1
84,1,0,2,13,33,170,572,9,0,3
113,1,1,0,10,42,1253,1106,3,0,7
176,0,0,3,7,44,1334,1095,3,0,1
294,0,0,0,10,53,1140,1147,7,0,1
134,0,0,1,12,1,781,564,3,0,1
206,0,1,1,3,22,363,785,8,0,5
184,0,0,2,13,17,1292,138,7,0,1
136,0,0,6,17,43,154,408,11,0,1
47,0,0,2,17,55,1332,108,5,0,1
182,1,0,5,14,32,32,1197,5,0,3
49,1,0,4,16,17,107,278,9,0,3
95,1,1,6,19,58,723,1005,2,0,7
82,1,1,6,17,21,950,55,11,0,7
115,1,1,6,3,60,942,1038,2,0,7
187,0,0,4,15,41,153,378,6,0,1
51,1,0,0,17,44,570,945,8,0,3
38,0,1,6,6,26,1483,859,11,0,5
256,0,1,3,17,30,480,236,7,0,5
214,1,0,0,18,17,1211,1117,11,0,3
203,0,1,1,5,27,162,1096,8,0,5
134,1,0,1,3,17,865,83,1,0,3
90,1,1,2,9,49,697,823,1,0,7
97,1,1,0,19,54,232,108,5,0,7
62,0,0,6,6,55,309,428,2,0,1
251,1,1,3,14,22,1486,1153,11,0,7
192,0,0,2,18,2,858,1070,10,0,1
278,0,1,6,16,60,1438,793,12,0,5
248,1,1,3,1,46,184,531,3,0,7
44,0,1,3,15,12,894,1120,5,0,5
218,0,0,4,2,56,846,759,8,0,1
222,1,1,1,13,9,308,809,9,0,7
172,0,1,6,16,50,554,1150,10,0,5
71,1,1,0,4,43,1378,62,5,0,7
187,1,0,1,5,23,1333,1102,10,0,3
122,0,1,1,7,55,1092,376,2,0,5
25,0,1,5,6,8,1128,403,12,0,5
28,1,0,3,18,30,1409,77,6,0,3
40,1,1,1,7,51,974,1051,2,0,7
156,1,1,1,6,37,1124,413,4,0,7
226,1,1,1,15,55,869,186,3,0,7
112,1,1,2,3,9,1278,1095,11,0,7
65,0,1,2,17,43,1187,490,4,0,5
52,1,1,3,13,50,1265,205,5,0,7
172,1,1,0,6,26,72,221,7,0,7
241,1,1,0,16,29,782,263,4,0,7
91,1,0,4,13,25,479,115,3,0,3
163,0,1,1,2,0,1262,1085,7,0,5
82,1,1,3,15,3,1302,603,1,0,7
209,0,0,0,10,8,1008,138,1,0,1
297,1,1,6,11,18,894,432,8,0,7
68,0,1,5,10,56,712,828,3,0,5
119,0,0,5,11,22,415,1137,6,0,1
112,0,0,0,3,3,1498,214,5,0,1
209,0,0,6,1,47,1192,393,2,0,1
249,1,1,0,16,5,801,1070,7,0,7
19,0,0,5,10,34,978,1058,8,0,1
154,1,0,5,3,25,84,683,3,0,3
169,1,0,3,6,17,699,1168,5,0,3
90,1,1,1,7,16,99,636,5,0,7
21,0,1,5,7,4,1420,124,4,0,5
12,0,1,4,16,32,190,1006,10,0,5
265,1,0,4,1,60,575,1158,8,0,3
210,1,1,5,20,59,393,893,6,0,7
64,0,1,1,1,49,1086,490,11,0,5
44,0,1,0,8,58,640,1180,9,0,5
59,0,0,4,19,32,1279,94,2,0,1
265,0,1,3,11,44,1113,1171,3,0,5
201,0,0,0,7,55,187,824,3,0,1
213,0,1,2,11,29,1410,834,11,0,5
191,1,1,5,1,18,263,883,5,0,7
226,0,0,5,4,7,265,325,2,0,1
279,0,1,5,18,19,69,188,3,0,5
65,1,0,1,4,8,730,219,5,0,3
66,0,1,2,16,1,933,93,8,0,5
178,0,1,6,17,26,538,659,3,0,5
45,1,1,0,20,11,1304,1058,7,0,7
5,1,1,6,9,45,153,468,5,0,7
273,0,0,3,14,42,638,556,7,0,1
223,1,0,4,13,38,1384,825,8,0,3
204,0,1,2,16,2,1252,745,7,0,5
182,0,1,5,7,20,952,94,8,0,5
176,1,1,6,4,18,345,443,12,0,7
72,0,0,3,3,53,375,70,6,0,1
91,1,1,0,9,50,1461,63,10,0,7
293,1,0,4,20,35,745,1144,11,0,3
115,1,1,3,12,43,770,255,1,0,7
187,1,0,1,8,49,1091,321,2,0,3
107,1,1,2,19,57,477,650,2,0,7
29,1,1,2,12,53,561,380,2,0,7
159,0,0,4,12,46,1212,131,2,0,1
146,0,1,3,14,22,779,385,11,0,5
79,1,0,5,17,39,563,468,4,0,3
251,1,0,4,10,15,464,1096,1,0,3
88,0,0,1,15,29,929,735,12,0,1
45,1,0,4,10,28,182,195,2,0,3
250,0,1,2,19,10,1232,868,12,0,5
7,1,1,2,1,40,418,741,2,0,7
19,0,1,3,4,5,372,172,1,0,5
140,1,1,0,4,56,671,208,4,0,7
5,1,0,1,12,34,245,569,8,0,3
75,1,1,6,19,24,205,368,11,0,7
225,0,1,6,2,17,493,124,11,0,5
257,0,0,1,20,8,1243,931,7,0,1
42,0,0,2,13,52,1087,265,1,0,1
225,1,0,1,20,4,298,1147,12,0,3
239,1,1,6,8,15,1382,852,1,0,7
93,1,0,2,1,15,1022,74,9,0,3
292,0,1,0,18,29,376,1098,1,0,5
81,0,0,4,10,13,977,937,6,0,1
167,0,1,1,5,18,174,516,3,0,5
47,1,1,6,17,17,557,199,1,0,7
142,1,0,2,12,23,901,829,7,0,3
179,1,1,1,14,10,195,568,6,0,7
254,1,0,5,18,29,775,310,5,0,3
289,1,0,3,9,28,103,1101,7,0,3
167,1,0,0,14,59,695,954,10,0,3
214,0,0,5,3,28,590,344,8,0,1
148,0,0,1,17,4,674,33,5,0,1
115,0,1,6,2,10,73,37,8,0,5
57,0,0,1,14,26,639,84,10,0,1
109,0,0,0,9,43,598,901,6,0,1
270,0,0,1,14,40,159,1158,10,0,1
208,1,0,3,19,45,1448,1092,3,0,3
128,1,1,4,9,11,809,1158,12,0,7
280,0,1,1,8,60,1203,319,12,0,5
276,0,0,0,20,55,394,544,10,0,1
9,1,1,5,4,29,865,187,10,0,7
216,0,0,3,10,38,698,930,12,0,1
75,1,1,2,18,34,213,426,2,0,7
177,1,0,0,10,9,520,164,2,0,3
267,1,1,2,12,56,83,423,7,0,7
192,1,1,3,18,30,905,159,12,0,7
262,0,1,2,20,53,515,101,6,0,5
33,1,0,0,7,55,819,816,2,0,3
187,1,1,2,4,42,1203,290,8,0,7
231,1,0,0,4,8,404,889,5,0,3
218,1,1,0,1,23,1353,562,7,0,7
230,0,0,3,19,27,1223,264,11,0,1
74,0,0,1,2,19,710,916,7,0,1
90,1,1,1,15,51,1072,987,1,0,7
272,0,1,5,13,45,983,1161,12,0,5
215,0,0,4,4,13,1268,341,9,0,1
293,1,0,3,19,32,649,664,2,0,3
