loc,is_unused,contains_sensitive,num_params,cyclomatic_complexity,commit_count,code_churn,days_since_last_edit,author_count,recent_modification,usage_score,activity_score,importance_score,sensitivity_score
154,0,0,0,7,9,1419,255,7,0,2,1,2,0
50,0,0,4,7,27,1185,56,10,0,3,2,2,0
147,0,1,3,18,24,22,578,7,0,3,0,3,3
150,1,0,3,6,58,1204,657,4,0,0,0,1,0
173,1,1,2,17,36,757,615,10,0,0,0,3,3
133,1,0,3,13,34,1337,1107,7,0,0,0,3,0
65,0,0,6,2,52,1238,850,7,0,3,0,2,0
260,0,1,6,5,51,149,6,5,1,3,3,2,3
278,0,1,5,8,22,1131,685,5,0,3,0,2,3
209,1,1,2,7,30,1387,517,11,0,0,0,2,3
93,1,0,5,8,57,437,266,8,0,0,1,2,0
218,1,0,4,6,55,349,1042,9,0,0,0,3,0
96,0,0,5,12,53,1497,531,4,0,3,0,2,0
89,1,0,3,2,54,314,780,1,0,0,0,0,0
213,0,0,1,13,53,1316,769,11,0,3,0,3,0
202,0,0,4,18,49,1373,176,3,0,3,1,3,0
122,1,0,1,8,56,173,194,5,0,0,1,1,0
157,0,1,4,18,39,844,1083,6,0,3,0,3,3
78,1,1,4,16,43,463,1097,8,0,0,0,3,3
279,1,1,0,12,19,46,825,9,0,0,0,3,3
72,0,0,5,18,25,282,584,5,0,3,0,2,0
245,0,0,3,1,4,1323,725,12,0,1,0,2,0
243,1,0,3,11,17,1149,982,3,0,0,0,2,0
65,1,0,1,20,32,704,129,5,0,0,1,1,0
92,1,0,4,4,13,1253,935,2,0,0,0,1,0
53,1,1,0,16,44,835,615,8,0,0,0,2,3
17,1,1,2,16,15,975,1086,4,0,0,0,1,2
284,1,0,6,2,20,735,971,5,0,0,0,2,0
16,1,1,6,8,22,192,178,5,0,0,1,1,2
107,0,0,4,12,52,1291,225,9,0,3,1,3,0
224,0,0,5,5,45,52,721,5,0,3,0,2,0
25,1,1,5,2,31,1480,149,10,0,0,1,2,2
159,1,1,2,7,59,1164,696,9,0,0,0,2,3
99,1,1,1,19,3,1023,762,10,0,0,0,2,3
289,1,0,1,17,14,1455,287,8,0,0,1,3,0
24,1,0,5,17,7,1193,1118,9,0,0,0,3,0
275,0,1,1,4,58,1147,888,3,0,3,0,1,3
83,1,0,5,19,53,369,4,7,1,0,3,3,0
216,1,0,5,14,11,672,401,4,0,0,0,3,0
162,0,0,6,18,8,596,801,12,0,2,0,3,0
18,1,0,5,12,52,1283,966,7,0,0,0,3,0
103,0,1,0,4,39,100,1096,8,0,3,0,2,3
258,1,0,0,13,50,632,292,3,0,0,1,2,0
34,1,0,6,19,21,696,170,9,0,0,1,3,0
84,1,0,4,15,43,88,437,7,0,0,0,3,0
42,1,0,1,7,23,77,1115,5,0,0,0,0,0
159,1,1,1,1,17,1098,836,12,0,0,0,2,3
161,1,0,6,11,15,672,72,3,0,0,2,3,0
61,1,1,6,6,7,713,937,10,0,0,0,2,3
206,0,0,4,5,48,993,426,5,0,3,0,2,0
137,0,1,2,6,37,155,367,7,0,3,0,2,3
14,0,1,3,10,25,381,367,4,0,3,0,0,2
161,0,0,5,7,37,387,479,10,0,3,0,3,0
208,1,1,6,17,0,1123,164,6,0,0,1,3,3
205,0,0,3,16,43,432,649,2,0,3,0,2,0
198,1,0,1,5,50,1019,425,12,0,0,0,2,0
184,1,0,3,19,16,579,580,11,0,0,0,3,0
5,0,1,4,8,38,633,1004,9,0,3,0,2,2
114,0,0,4,1,14,688,738,12,0,2,0,3,0
116,0,1,6,1,5,349,775,11,0,2,0,3,3
256,1,0,2,11,11,676,95,10,0,0,1,3,0
56,1,0,1,8,42,1077,796,10,0,0,0,1,0
202,0,1,2,11,22,986,953,5,0,3,0,2,3
26,0,0,5,16,49,1077,93,8,0,3,1,3,0
218,1,1,2,6,53,697,545,6,0,0,0,2,3
184,0,0,5,15,56,1153,314,12,0,3,1,3,0
11,0,0,4,2,3,89,1030,7,0,1,0,2,0
10,0,0,5,16,40,542,409,4,0,3,0,2,0
36,0,0,3,15,54,1022,406,2,0,3,0,1,0
247,0,0,5,5,30,911,453,1,0,3,0,2,0
64,1,0,2,12,55,1271,1194,2,0,0,0,1,0
291,1,1,3,11,23,444,1146,3,0,0,0,2,3
222,1,1,0,8,23,1191,701,6,0,0,0,2,3
155,1,1,1,16,16,859,148,2,0,0,1,2,3
292,0,1,1,17,58,83,476,4,0,3,0,2,3
247,0,1,5,3,49,186,431,9,0,3,0,3,3
10,1,1,4,8,12,1116,599,12,0,0,0,2,2
29,1,0,6,15,28,557,148,10,0,0,1,3,0
281,0,0,0,7,24,411,371,4,0,3,0,1,0
11,0,1,4,14,36,236,103,1,0,3,1,2,2
111,1,0,1,10,19,1099,854,5,0,0,0,1,0
262,0,1,3,11,32,500,376,7,0,3,0,3,3
213,1,0,5,5,45,744,560,10,0,0,0,3,0
91,1,1,1,4,46,600,62,3,0,0,2,0,3
62,1,1,2,4,52,1277,851,1,0,0,0,0,3
240,1,0,1,4,54,1005,984,9,0,0,0,2,0
220,1,1,4,20,9,471,746,6,0,0,0,3,3
177,1,1,5,19,13,1499,1167,11,0,0,0,3,3
227,0,1,0,8,42,33,687,8,0,3,0,2,3
142,1,1,6,20,29,1124,797,3,0,0,0,3,3
104,1,1,5,19,22,78,113,1,0,0,1,3,3
130,1,0,5,6,6,1316,835,7,0,0,0,3,0
17,0,0,4,6,9,1040,343,3,0,2,1,1,0
238,1,0,3,16,2,288,1041,5,0,0,0,2,0
196,0,0,4,9,0,264,361,7,0,1,1,3,0
211,0,1,2,2,24,243,442,1,0,3,0,1,3
40,0,1,1,11,11,603,1054,2,0,2,0,1,2
190,0,1,4,6,40,1079,598,2,0,3,0,2,3
99,1,0,5,13,13,731,709,7,0,0,0,3,0
128,1,1,6,18,36,729,243,5,0,0,1,3,3
144,0,1,3,8,44,461,150,5,0,3,1,1,3
293,1,1,4,6,8,47,106,5,0,0,1,2,3
90,0,0,0,4,48,583,295,12,0,3,1,1,0
197,0,1,3,9,60,922,855,7,0,3,0,2,3
297,1,1,4,11,55,1388,376,8,0,0,0,3,3
110,0,0,5,13,53,1154,817,10,0,3,0,3,0
254,0,0,2,19,27,1108,309,3,0,3,1,2,0
80,0,0,4,5,53,435,935,7,0,3,0,2,0
30,0,0,1,11,42,621,195,4,0,3,1,1,0
149,1,0,4,12,57,644,497,3,0,0,0,3,0
128,1,0,2,18,11,907,613,1,0,0,0,2,0
274,0,0,3,6,59,1386,1119,4,0,3,0,1,0
140,0,0,5,5,39,283,858,7,0,3,0,3,0
10,0,0,3,1,10,501,116,8,0,2,1,1,0
65,1,1,5,18,7,430,637,7,0,0,0,3,3
27,1,1,5,15,34,558,440,6,0,0,0,3,2
112,0,1,6,17,24,689,327,8,0,3,1,3,3
194,1,0,4,14,48,1420,67,10,0,0,2,3,0
78,1,0,2,6,27,55,540,7,0,0,0,1,0
32,0,1,5,13,29,655,126,5,0,3,1,2,2
202,0,1,0,5,20,111,862,8,0,3,0,2,3
122,1,0,6,12,41,941,951,8,0,0,0,3,0
36,1,0,1,5,4,1060,1059,5,0,0,0,0,0
234,0,1,2,19,15,886,813,8,0,2,0,3,3
120,0,1,3,17,8,517,860,9,0,2,0,3,3
207,1,1,6,17,21,191,846,12,0,0,0,3,3
89,0,0,3,14,11,252,492,3,0,2,0,1,0
178,0,0,4,10,33,1298,1099,9,0,3,0,3,0
300,1,0,1,10,29,825,164,9,0,0,1,2,0
185,0,0,5,11,38,1455,903,8,0,3,0,3,0
84,0,1,5,2,14,1113,225,9,0,2,1,2,3
60,0,0,4,18,17,923,112,10,0,2,1,3,0
222,1,0,2,8,58,812,318,2,0,0,1,1,0
42,0,1,5,1,16,379,1188,6,0,2,0,2,2
94,1,0,0,17,25,22,530,4,0,0,0,1,0
34,1,0,4,8,22,28,382,12,0,0,0,2,0
165,1,1,2,12,31,1019,432,12,0,0,0,3,3
28,0,1,4,14,33,281,109,6,0,3,1,3,2
134,1,1,5,12,53,858,310,8,0,0,1,3,3
126,0,0,4,3,17,1332,457,8,0,2,0,3,0
268,1,1,6,7,14,1482,811,12,0,0,0,3,3
71,0,1,0,16,26,47,514,2,0,3,0,1,3
228,1,1,2,8,25,542,228,4,0,0,1,1,3
248,1,0,3,19,51,9,1080,2,0,0,0,2,0
180,1,1,3,5,5,1116,28,10,1,0,3,2,3
216,1,0,0,18,40,1031,738,11,0,0,0,3,0
218,0,1,4,17,5,698,835,12,0,2,0,3,3
53,1,1,5,8,4,352,1163,7,0,0,0,2,3
33,1,0,1,4,12,123,453,4,0,0,0,0,0
263,0,0,6,11,8,915,1158,6,0,2,0,3,0
96,1,0,1,4,25,1197,29,5,1,0,3,0,0
58,1,0,0,9,55,526,1105,7,0,0,0,1,0
285,0,0,2,19,23,675,782,8,0,3,0,3,0
258,1,0,4,11,25,800,875,2,0,0,0,3,0
124,0,0,2,7,18,761,445,10,0,2,0,2,0
131,1,1,3,10,10,656,306,3,0,0,1,1,3
172,0,0,2,5,48,632,523,2,0,3,0,1,0
282,0,0,3,4,57,187,630,5,0,3,0,1,0
171,0,1,3,11,37,443,731,10,0,3,0,3,3
156,1,1,3,17,26,673,882,7,0,0,0,3,3
257,1,0,5,11,45,323,360,12,0,0,1,3,0
46,1,0,2,11,4,663,30,12,0,0,3,2,0
82,0,0,2,12,19,1064,380,5,0,2,0,1,0
211,0,0,4,9,14,140,93,3,0,2,1,2,0
85,1,0,6,17,43,467,246,8,0,0,1,3,0
288,1,1,5,15,3,39,213,11,0,0,1,3,3
194,0,0,2,19,58,154,556,4,0,3,0,2,0
60,1,1,0,3,51,406,581,4,0,0,0,0,3
24,1,0,1,16,45,479,1073,12,0,0,0,2,0
217,1,1,4,18,39,289,151,7,0,0,1,3,3
262,1,1,4,2,23,67,144,3,0,0,1,2,3
229,0,1,0,11,13,336,190,4,0,2,1,2,3
52,1,0,1,8,19,397,402,8,0,0,0,1,0
258,0,1,3,8,45,1117,536,4,0,3,0,1,3
168,1,1,2,19,26,697,290,6,0,0,1,3,3
176,1,1,2,16,22,1351,796,11,0,0,0,3,3
166,0,0,0,19,8,1322,1013,7,0,2,0,3,0
80,1,0,3,16,38,4,398,9,0,0,0,2,0
62,1,0,4,9,13,1039,1098,9,0,0,0,2,0
235,0,1,2,17,40,308,111,1,0,3,1,2,3
248,1,1,6,6,18,1489,352,6,0,0,1,3,3
254,1,1,1,14,18,1054,804,3,0,0,0,2,3
213,0,1,6,3,29,1234,71,9,0,3,2,3,3
229,1,1,6,18,1,1240,623,9,0,0,0,3,3
80,0,0,4,14,2,1035,1057,8,0,1,0,3,0
264,0,1,2,8,49,417,265,5,0,3,1,1,3
292,0,0,0,17,37,642,862,3,0,3,0,2,0
54,0,0,3,5,46,1258,399,4,0,3,0,0,0
110,1,0,4,18,43,482,117,11,0,0,1,3,0
230,1,1,3,8,1,1456,721,6,0,0,0,2,3
161,1,1,4,7,27,1384,747,11,0,0,0,3,3
135,1,1,1,16,11,119,130,2,0,0,1,2,3
21,1,1,5,16,22,1134,450,5,0,0,0,2,2
283,1,0,5,11,13,1160,444,8,0,0,0,3,0
180,1,0,2,18,57,377,16,2,1,0,3,2,0
240,1,1,1,11,17,303,274,1,0,0,1,2,3
195,0,1,4,11,45,836,1157,10,0,3,0,3,3
294,0,0,5,1,10,870,964,8,0,2,0,3,0
112,1,0,0,7,40,1412,267,3,0,0,1,1,0
27,0,0,0,1,52,254,128,1,0,3,1,0,0
41,0,0,5,15,24,655,704,10,0,3,0,3,0
19,1,0,3,17,51,54,188,5,0,0,1,1,0
282,1,0,4,15,26,1165,695,10,0,0,0,3,0
33,0,0,1,20,55,46,73,12,0,3,2,2,0
124,0,1,0,4,6,177,855,2,0,2,0,1,3
256,1,1,5,19,24,780,342,5,0,0,1,3,3
123,0,1,2,8,45,516,210,1,0,3,1,1,3
172,1,1,3,15,0,1472,672,8,0,0,0,3,3
28,0,1,3,17,33,15,1053,6,0,3,0,2,2
124,1,1,6,3,22,268,442,11,0,0,0,3,3
213,1,0,1,16,52,32,647,8,0,0,0,3,0
136,1,0,5,20,52,1342,545,12,0,0,0,3,0
300,0,1,1,16,36,629,707,12,0,3,0,3,3
64,0,1,2,14,30,135,953,10,0,3,0,2,3
156,0,1,0,12,45,1009,326,3,0,3,1,2,3
113,0,1,6,8,8,236,977,2,0,2,0,2,3
157,0,1,2,17,53,1139,482,9,0,3,0,3,3
218,1,1,3,16,23,562,209,11,0,0,1,3,3
167,0,1,5,17,13,441,435,5,0,2,0,3,3
236,1,1,2,8,7,930,669,12,0,0,0,2,3
178,0,0,5,15,59,316,635,7,0,3,0,3,0
224,1,0,1,9,5,587,532,3,0,0,0,1,0
80,1,1,3,18,3,799,471,5,0,0,0,1,3
223,0,0,4,16,28,278,739,5,0,3,0,3,0
19,0,1,0,20,42,104,505,1,0,3,0,1,2
245,0,0,0,8,26,1496,583,4,0,3,0,1,0
50,1,1,2,11,40,490,397,9,0,0,0,2,2
150,0,1,4,9,15,1455,553,10,0,2,0,3,3
24,1,1,1,5,35,176,600,5,0,0,0,0,2
148,1,1,0,20,7,5,145,8,0,0,1,3,3
106,0,0,4,13,35,1166,714,3,0,3,0,3,0
285,0,0,1,16,22,912,609,10,0,3,0,3,0
262,1,0,4,13,54,509,402,2,0,0,0,3,0
187,0,1,0,17,25,597,390,9,0,3,0,3,3
225,1,1,3,10,1,1053,1010,3,0,0,0,1,3
133,1,1,6,11,33,1248,590,2,0,0,0,3,3
165,1,0,0,14,21,992,636,4,0,0,0,2,0
70,0,0,2,3,39,1017,772,9,0,3,0,1,0
57,0,1,1,7,5,1130,418,7,0,2,0,1,3
62,0,0,3,15,25,1434,1175,2,0,3,0,1,0
104,1,1,0,2,26,416,1177,8,0,0,0,2,3
65,1,1,3,9,18,67,530,12,0,0,0,1,3
206,0,0,6,19,33,1047,901,8,0,3,0,3,0
22,1,0,5,10,32,692,967,11,0,0,0,2,0
287,1,1,3,5,4,1299,245,9,0,0,1,2,3
14,1,1,0,12,25,999,777,11,0,0,0,2,2
150,0,0,5,8,12,689,484,2,0,2,0,2,0
198,1,0,3,12,32,551,958,1,0,0,0,2,0
18,1,1,4,1,48,1294,755,3,0,0,0,1,2
267,1,0,6,13,42,1057,971,2,0,0,0,3,0
107,1,1,6,19,24,182,823,12,0,0,0,3,3
253,1,0,3,10,39,83,3,12,1,0,3,2,0
211,1,1,6,9,55,1196,757,1,0,0,0,2,3
122,1,1,6,18,53,914,49,9,0,0,2,3,3
107,1,0,1,4,57,324,410,7,0,0,0,2,0
56,0,0,3,6,45,274,550,5,0,3,0,0,0
17,1,1,4,12,26,612,110,3,0,0,1,2,2
39,0,1,6,12,37,754,683,9,0,3,0,3,2
28,0,0,1,12,15,858,983,6,0,2,0,2,0
17,0,0,3,11,22,479,215,1,0,3,1,1,0
145,0,0,2,17,10,1276,606,9,0,2,0,3,0
250,0,1,4,18,45,370,155,2,0,3,1,3,3
229,1,1,4,18,52,1090,506,9,0,0,0,3,3
285,0,1,6,6,16,842,1068,9,0,2,0,3,3
257,0,1,1,8,48,1150,1057,2,0,3,0,1,3
17,1,0,5,11,21,193,14,11,1,0,3,3,0
21,1,0,3,15,4,787,1070,8,0,0,0,2,0
80,0,0,4,20,27,1031,894,7,0,3,0,3,0
71,0,1,6,3,27,606,647,1,0,3,0,1,3
182,0,1,6,4,6,1070,1135,6,0,2,0,3,3
132,1,1,5,5,40,242,1023,10,0,0,0,3,3
185,0,0,5,11,59,571,1125,7,0,3,0,3,0
151,0,0,0,6,26,1434,238,8,0,3,1,2,0
273,1,0,2,2,52,421,527,11,0,0,0,2,0
284,0,0,6,13,2,937,649,9,0,1,0,3,0
107,0,1,3,20,4,152,186,2,0,1,1,2,3
212,1,1,2,5,20,29,329,3,0,0,1,1,3
230,0,0,5,10,38,1424,644,3,0,3,0,2,0
48,1,1,4,15,37,43,511,11,0,0,0,3,2
58,0,0,5,6,20,1017,239,10,0,3,1,2,0
296,0,1,2,11,48,473,696,2,0,3,0,2,3
116,1,0,5,4,57,756,666,7,0,0,0,3,0
155,0,0,4,17,15,882,592,9,0,2,0,3,0
287,0,0,2,12,8,373,1039,8,0,2,0,3,0
285,1,0,4,1,55,830,166,9,0,0,1,3,0
204,1,1,6,15,5,370,1064,4,0,0,0,3,3
188,0,0,2,11,52,1441,1051,1,0,3,0,2,0
191,0,0,5,4,29,0,124,7,0,3,1,3,0
293,1,0,0,2,23,1052,1093,12,0,0,0,2,0
14,1,1,2,20,49,1088,265,3,0,0,1,1,2
257,0,0,6,6,48,801,305,10,0,3,1,3,0
78,0,1,2,20,24,18,1004,10,0,3,0,2,3
233,1,1,2,15,50,785,136,10,0,0,1,3,3
6,1,0,6,1,7,154,671,6,0,0,0,2,0
268,0,1,0,10,50,1233,105,10,0,3,1,2,3
140,1,1,6,12,4,22,924,9,0,0,0,3,3
195,1,1,6,9,25,1054,134,2,0,0,1,2,3
192,0,0,3,12,40,172,430,1,0,3,0,2,0
77,1,1,4,20,50,1438,780,2,0,0,0,2,3
88,1,0,0,2,36,265,447,8,0,0,0,1,0
171,1,1,2,5,40,1119,1025,4,0,0,0,1,3
268,1,1,2,16,57,1000,1036,4,0,0,0,2,3
129,0,1,5,17,23,1339,659,10,0,3,0,3,3
153,0,0,2,3,28,449,443,11,0,3,0,2,0
47,1,1,5,5,43,605,184,1,0,0,1,1,2
72,1,1,6,9,55,25,858,2,0,0,0,1,3
68,0,1,3,1,35,1424,656,10,0,3,0,1,3
124,1,0,4,20,46,607,289,6,0,0,1,3,0
8,1,0,6,15,45,131,739,4,0,0,0,2,0
165,0,1,5,15,11,862,384,1,0,2,0,3,3
39,1,0,6,11,52,943,508,6,0,0,0,3,0
188,1,0,0,8,27,997,514,12,0,0,0,2,0
180,0,0,6,13,28,428,208,1,0,3,1,3,0
111,0,1,3,16,24,99,200,12,0,3,1,3,3
193,0,1,1,13,60,679,663,7,0,3,0,3,3
175,1,1,0,2,31,809,808,3,0,0,0,1,3
189,1,0,0,2,50,1313,7,10,1,0,3,2,0
242,0,1,4,18,38,1406,581,12,0,3,0,3,3
78,0,1,5,16,45,139,816,10,0,3,0,3,3
83,0,0,6,14,53,842,772,7,0,3,0,3,0
205,1,1,3,13,32,1099,908,2,0,0,0,2,3
270,1,0,4,11,40,697,821,5,0,0,0,3,0
43,0,1,2,12,24,665,687,12,0,3,0,2,2
296,0,1,5,18,51,1061,1053,9,0,3,0,3,3
219,1,1,5,4,2,673,626,10,0,0,0,3,3
53,1,0,3,12,54,162,960,7,0,0,0,2,0
250,0,1,2,6,43,706,1030,8,0,3,0,2,3
293,1,1,2,13,48,874,542,5,0,0,0,2,3
99,1,0,0,17,43,821,643,12,0,0,0,2,0
135,1,1,0,20,49,391,461,5,0,0,0,2,3
193,1,0,1,17,5,617,843,9,0,0,0,3,0
234,0,1,5,12,25,605,690,7,0,3,0,3,3
104,1,1,6,18,57,1114,67,2,0,0,2,3,3
161,0,0,1,14,26,1193,371,8,0,3,0,3,0
16,1,1,4,3,17,1045,509,2,0,0,0,1,2
244,1,1,4,14,40,1058,182,4,0,0,1,3,3
245,1,1,2,9,0,723,1010,2,0,0,0,1,3
13,0,0,5,13,26,708,143,1,0,3,1,2,0
166,1,1,3,10,48,207,544,12,0,0,0,2,3
214,1,1,5,14,59,783,332,2,0,0,1,3,3
281,1,0,1,9,23,1476,974,1,0,0,0,1,0
279,1,0,3,5,53,902,143,12,0,0,1,2,0
139,1,0,0,2,7,856,536,1,0,0,0,1,0
138,0,0,3,10,18,1159,580,7,0,2,0,2,0
227,0,0,3,10,30,1130,626,7,0,3,0,2,0
174,1,1,4,18,40,335,256,1,0,0,1,3,3
52,0,1,2,2,0,730,1016,9,0,1,0,1,3
16,0,0,3,5,18,314,475,3,0,2,0,0,0
58,0,0,1,10,44,1169,931,6,0,3,0,1,0
208,0,0,5,6,50,840,994,10,0,3,0,3,0
50,1,1,2,8,20,791,667,8,0,0,0,1,2
31,1,1,4,18,29,703,104,1,0,0,1,2,2
137,1,0,5,2,5,609,352,11,0,0,1,3,0
90,0,0,2,10,53,670,713,7,0,3,0,1,0
203,1,1,2,17,56,651,216,1,0,0,1,2,3
251,1,1,0,3,40,133,619,9,0,0,0,2,3
34,1,0,1,13,49,1234,892,4,0,0,0,1,0
31,0,1,1,13,25,1420,143,1,0,3,1,1,2
182,1,1,5,4,3,886,206,5,0,0,1,2,3
68,0,1,4,4,19,119,1139,7,0,2,0,2,3
103,1,0,4,18,9,153,1144,8,0,0,0,3,0
215,0,1,1,15,36,924,504,9,0,3,0,3,3
105,0,1,6,17,28,318,1118,7,0,3,0,3,3
191,1,1,5,16,17,99,977,7,0,0,0,3,3
236,1,1,1,14,5,747,729,12,0,0,0,3,3
258,1,0,5,15,15,120,204,9,0,0,1,3,0
241,0,1,1,3,0,516,685,6,0,1,0,2,3
206,1,0,0,14,48,836,541,10,0,0,0,3,0
245,1,1,3,20,26,750,683,11,0,0,0,3,3
111,0,1,2,4,55,939,347,1,0,3,1,1,3
51,1,1,4,20,4,558,1129,10,0,0,0,3,3
149,0,1,2,16,5,1117,952,4,0,2,0,2,3
284,1,1,6,2,43,1473,656,3,0,0,0,2,3
146,1,0,2,5,54,557,674,10,0,0,0,2,0
240,0,1,5,9,47,1124,264,12,0,3,1,3,3
240,0,0,6,1,2,946,316,5,0,1,1,2,0
50,1,0,1,12,36,132,585,2,0,0,0,1,0
170,0,1,4,8,28,475,735,1,0,3,0,2,3
288,1,1,5,13,37,1175,370,7,0,0,0,3,3
272,0,1,5,7,39,33,729,1,0,3,0,2,3
56,0,0,3,18,20,476,424,2,0,3,0,1,0
51,0,0,1,19,15,548,306,12,0,2,1,2,0
25,0,1,4,2,43,208,149,10,0,3,1,2,2
135,1,1,3,4,1,178,985,11,0,0,0,2,3
87,0,1,6,16,34,900,145,9,0,3,1,3,3
63,0,1,3,18,51,675,901,3,0,3,0,1,3
223,1,1,4,17,41,350,530,3,0,0,0,3,3
169,1,0,6,5,52,538,1065,2,0,0,0,2,0
49,1,0,0,18,25,1399,418,8,0,0,0,2,0
16,1,0,3,3,45,942,103,10,0,0,1,1,0
187,0,0,6,8,27,1046,138,9,0,3,1,3,0
291,1,0,1,15,25,793,816,4,0,0,0,2,0
182,1,0,3,5,26,1022,5,4,1,0,3,1,0
261,1,0,1,20,12,305,11,8,1,0,3,3,0
263,1,1,5,3,37,704,954,12,0,0,0,3,3
246,0,0,2,3,13,822,9,9,1,2,3,2,0
120,1,0,5,19,28,229,926,4,0,0,0,3,0
232,0,0,3,9,16,1185,698,2,0,2,0,1,0
97,0,1,1,3,55,1481,395,4,0,3,0,0,3
270,0,1,5,12,17,1183,354,8,0,2,1,3,3
169,0,1,5,17,2,1240,628,12,0,1,0,3,3
252,0,0,5,15,17,805,1004,8,0,2,0,3,0
137,1,1,6,8,29,1089,401,9,0,0,0,3,3
184,0,0,0,2,23,1204,1006,5,0,3,0,1,0
75,0,1,6,15,5,711,739,12,0,2,0,3,3
261,1,0,5,15,14,15,122,2,0,0,1,3,0
110,1,0,6,10,26,1168,848,1,0,0,0,2,0
292,1,0,3,12,39,199,1057,8,0,0,0,3,0
60,0,1,6,3,42,284,1139,11,0,3,0,2,3
239,0,0,6,18,26,697,51,6,0,3,2,3,0
174,1,0,0,20,54,1108,939,6,0,0,0,3,0
185,1,0,0,10,44,451,651,10,0,0,0,2,0
237,0,1,6,3,20,17,565,9,0,3,0,3,3
295,0,1,4,10,39,609,80,4,0,3,2,2,3
271,0,0,0,17,48,91,832,1,0,3,0,2,0
126,0,0,1,3,55,1212,244,6,0,3,1,2,0
132,1,0,6,14,56,96,351,10,0,0,1,3,0
58,0,1,6,10,32,203,949,4,0,3,0,1,3
96,1,0,6,11,24,467,667,3,0,0,0,2,0
273,1,1,5,10,5,227,399,4,0,0,0,2,3
229,0,1,6,7,35,1437,817,10,0,3,0,3,3
250,1,1,0,9,49,772,485,5,0,0,0,1,3
231,1,0,6,13,1,978,328,10,0,0,1,3,0
16,0,1,6,4,40,1305,844,12,0,3,0,2,2
184,0,0,6,11,19,1128,1004,5,0,2,0,3,0
251,0,0,4,1,15,858,1051,9,0,2,0,3,0
248,1,1,0,9,57,767,301,4,0,0,1,1,3
59,1,1,2,1,6,62,1149,3,0,0,0,0,3
59,0,0,2,1,15,599,1163,9,0,2,0,1,0
273,0,0,4,18,59,1150,367,9,0,3,0,3,0
169,1,1,5,8,27,1186,633,12,0,0,0,3,3
245,0,0,2,2,3,382,653,3,0,1,0,1,0
261,1,0,5,17,24,56,213,8,0,0,1,3,0
42,0,1,4,4,15,711,241,4,0,2,1,1,2
180,0,0,4,18,3,609,1156,6,0,1,0,3,0
94,1,1,3,4,57,832,836,7,0,0,0,1,3
32,0,1,1,6,25,559,1000,6,0,3,0,1,2
158,1,0,3,1,14,766,51,1,0,0,2,1,0
241,0,0,6,18,13,1304,875,2,0,2,0,3,0
137,0,0,4,6,56,1432,969,12,0,3,0,3,0
89,1,0,0,2,44,454,507,2,0,0,0,0,0
272,1,0,5,16,18,780,864,4,0,0,0,3,0
60,1,1,2,11,30,1395,4,1,1,0,3,1,3
234,0,1,4,19,34,1103,1000,12,0,3,0,3,3
124,1,0,0,14,15,61,848,6,0,0,0,3,0
86,1,1,4,6,42,296,684,5,0,0,0,1,3
150,0,0,4,13,16,593,391,10,0,2,0,3,0
73,0,1,0,17,26,622,1040,2,0,3,0,1,3
15,1,0,0,9,27,24,592,3,0,0,0,0,0
290,0,0,6,9,43,899,935,4,0,3,0,2,0
295,0,0,2,19,8,746,422,12,0,2,0,3,0
213,0,1,2,20,41,749,890,8,0,3,0,3,3
101,0,1,6,9,53,563,964,4,0,3,0,2,3
77,1,0,5,1,14,1324,1106,10,0,0,0,2,0
230,0,1,1,16,36,1344,1089,8,0,3,0,3,3
293,1,0,4,20,58,1210,513,2,0,0,0,3,0
153,1,0,6,4,0,291,1173,3,0,0,0,2,0
52,0,0,6,3,32,643,935,1,0,3,0,1,0
267,0,0,2,1,2,410,145,9,0,1,1,2,0
81,0,1,6,5,33,764,285,7,0,3,1,2,3
270,1,0,6,8,20,1389,36,4,0,0,2,2,0
190,1,1,4,10,21,376,480,8,0,0,0,3,3
207,0,1,4,4,42,1047,1200,3,0,3,0,2,3
55,0,1,2,19,37,1181,932,9,0,3,0,2,3
56,0,0,3,1,46,136,391,1,0,3,0,0,0
151,1,1,4,14,21,527,1085,9,0,0,0,3,3
177,1,1,3,8,37,1023,1008,10,0,0,0,2,3
277,1,0,4,9,25,369,813,9,0,0,0,3,0
158,0,0,6,14,4,1399,343,5,0,1,1,3,0
69,1,0,1,19,28,976,1089,1,0,0,0,1,0
63,1,1,4,8,41,899,84,3,0,0,2,1,3
282,0,0,1,19,6,372,122,8,0,2,1,3,0
240,0,0,3,11,54,984,382,11,0,3,0,3,0
191,0,1,6,1,8,1454,835,7,0,2,0,3,3
179,0,1,0,13,21,961,533,6,0,3,0,3,3
34,1,1,6,4,50,430,1096,9,0,0,0,2,2
81,0,1,2,4,21,946,894,11,0,3,0,1,3
151,1,0,3,6,21,232,297,9,0,0,1,2,0
45,1,0,6,9,45,1132,1114,11,0,0,0,2,0
203,0,0,0,14,23,720,1109,9,0,3,0,3,0
65,1,1,2,2,46,1251,998,9,0,0,0,1,3
52,0,0,2,20,32,844,66,5,0,3,2,1,0
24,0,0,5,16,8,1368,246,11,0,2,1,3,0
154,1,1,3,2,6,1417,947,6,0,0,0,2,3
207,1,1,1,19,41,506,1109,8,0,0,0,3,3
95,0,1,4,9,18,1118,5,12,1,2,3,2,3
46,0,1,0,5,25,552,1092,11,0,3,0,1,2
57,0,0,3,15,58,552,795,3,0,3,0,1,0
